Dataset;Config;Local;Sorted;Threads;Granularity;Time;TimePrepare;TimeComplete;TimeAnonymize;TimeGlobalTransform;TimePartitionByClass;TimeSuppress;TimeQuality;TimePostprocess
adult;11-anonymity;true;true;28;0.879860836;681.6666667;70.66666667;594.3333333;503.3333333;0;0;0;16.66666667;0
adult;11-anonymity;false;true;29;0.662113247;986;71;901;605.6666667;204.3333333;0;0;14;0
adult;11-anonymity;true;true;29;0.87854136;683.6666667;70.66666667;596.3333333;504.6666667;0;0;0;16.66666667;0
adult;11-anonymity;false;true;30;0.660975326;984;70;900;604.6666667;204.3333333;0;0;14;0
adult;11-anonymity;true;true;30;0.87785291;683.3333333;71.33333333;595.3333333;504;0;0;0;16.66666667;0
adult;11-anonymity;false;true;31;0.640719222;984;70.33333333;899.6666667;604.3333333;204.6666667;0;0;14;0
adult;11-anonymity;true;true;31;0.876932182;681.3333333;70;595.3333333;504.6666667;0;0;0;16;0
adult;11-anonymity;false;true;32;0.638685785;984.3333333;70;900.3333333;604.6666667;204.6666667;0;0;14;0
adult;11-anonymity;true;true;32;0.874172758;681.3333333;70.33333333;595.3333333;504.3333333;0;0;0;15.66666667;0
adult;11-anonymity;false;true;33;0.659105665;983.6666667;70;900;604.3333333;205;0;0;13.66666667;0
adult;11-anonymity;true;true;33;0.874818199;682.3333333;70.66666667;595;504;0;0;0;16.66666667;0
adult;11-anonymity;false;true;34;0.637404799;1020.333333;70.33333333;935.6666667;639.3333333;205;0;0;14.33333333;0
adult;11-anonymity;true;true;34;0.874289705;684.3333333;71.66666667;596.6666667;504.3333333;0;0;0;16;0
adult;11-anonymity;false;true;35;0.653621249;985.3333333;70.66666667;900.3333333;605;204.3333333;0;0;14.33333333;0
adult;11-anonymity;true;true;35;0.871958286;683;70.66666667;596.3333333;505;0;0;0;16;0
adult;11-anonymity;false;true;36;0.635106833;986.6666667;71.33333333;901.3333333;604.6666667;204.6666667;0;0;14;0
adult;11-anonymity;true;true;36;0.871393147;684.3333333;71;597;505;0;0;0;16.33333333;0
adult;11-anonymity;false;true;37;0.637930694;1021;70.66666667;936.3333333;638.6666667;204.6666667;0;0;14;0
adult;11-anonymity;true;true;37;0.871690003;783.3333333;70.66666667;696.3333333;605;0;0;0;16.33333333;0
adult;11-anonymity;false;true;38;0.65015458;988.3333333;71;903.3333333;605.3333333;205;0;0;14;0
adult;11-anonymity;true;true;38;0.869372743;685;71;597;505;0;0;0;17;0
adult;11-anonymity;false;true;39;0.632625338;988.3333333;71;903;605.3333333;205;0;0;14.33333333;0
adult;11-anonymity;true;true;39;0.870042759;755.6666667;71.66666667;667.3333333;573.6666667;0;0;0;16.66666667;0
adult;11-anonymity;false;true;40;0.631126676;989.3333333;71.33333333;904;605.3333333;205.6666667;0;0;14;0
adult;11-anonymity;true;true;40;0.869000519;787.3333333;71.33333333;699.6666667;607.3333333;0;0;0;16.33333333;0
adult;11-anonymity;false;true;41;0.646665721;991;70.33333333;907;609;205.6666667;0;0;13.66666667;0
adult;11-anonymity;true;true;41;0.867002482;720.3333333;71;633;540.6666667;0;0;0;16.33333333;0
adult;11-anonymity;false;true;42;0.628765838;992.6666667;70.66666667;907.6666667;610;205.6666667;0;0;14.33333333;0
adult;11-anonymity;true;true;42;0.867011096;753.3333333;70.33333333;666.3333333;574.3333333;0;0;0;16.66666667;0
adult;11-anonymity;false;true;43;0.628707883;990.3333333;71;905;606;206;0;0;14.33333333;0
adult;11-anonymity;true;true;43;0.865832647;717;70;630.3333333;539.6666667;0;0;0;16.66666667;0
adult;11-anonymity;false;true;44;0.629597674;989.6666667;71;904.6666667;606;205.6666667;0;0;14;0
adult;11-anonymity;true;true;44;0.865046025;719.6666667;71.33333333;632.3333333;540;0;0;0;16;0
adult;11-anonymity;false;true;45;0.626987283;989.6666667;71;904.6666667;606;206;0;0;14;0
adult;11-anonymity;true;true;45;0.86503775;787;71;700;608;0;0;0;16;0
adult;11-anonymity;false;true;46;0.628280198;991;70.66666667;906;608.3333333;205.3333333;0;0;14.33333333;0
adult;11-anonymity;true;true;46;0.863975919;786.6666667;70.33333333;700;607.3333333;0;0;0;16.33333333;0
adult;11-anonymity;false;true;47;0.626716184;990.3333333;71;905.3333333;607;205.6666667;0;0;14;0
adult;11-anonymity;true;true;47;0.86215678;721.3333333;71;633.6666667;541.6666667;0;0;0;16.66666667;0
adult;11-anonymity;false;true;48;0.628106432;991;71;905.6666667;607.6666667;206;0;0;14.33333333;0
adult;11-anonymity;true;true;48;0.862184788;752;70.66666667;665;573.6666667;0;0;0;16.33333333;0
adult;11-anonymity;false;true;49;0.626952022;992;70;907.6666667;611;205.6666667;0;0;14.33333333;0
adult;11-anonymity;true;true;49;0.862271858;784.6666667;70.66666667;697.6666667;607;0;0;0;16.33333333;0
adult;11-anonymity;false;true;50;0.625709241;991.3333333;70.33333333;906.6666667;607.3333333;206;0;0;14.33333333;0
adult;11-anonymity;true;true;50;0.860576161;787.3333333;71;700;608.6666667;0;0;0;16.33333333;0
adult;11-anonymity;false;true;51;0.625151859;991.3333333;71.33333333;905.6666667;607;206;0;0;14.33333333;0
adult;11-anonymity;true;true;51;0.85968365;762;70.66666667;675.3333333;583;0;0;0;16;0
adult;11-anonymity;false;true;52;0.623370684;992;70.66666667;907;608.3333333;206;0;0;14.33333333;0
adult;11-anonymity;true;true;52;0.85898796;790.6666667;70.66666667;703.3333333;611;0;0;0;16.66666667;0
