Dataset;Config;Local;Sorted;Threads;Granularity;Memory;Measurements
adult;distinct-5-diversity;true;true;45;0.860032042;60701272;23
adult;distinct-5-diversity;false;true;46;0.631097735;92527288;21
adult;distinct-5-diversity;true;true;46;0.857850687;61128792;22
adult;distinct-5-diversity;false;true;47;0.634842653;89016544;21
adult;distinct-5-diversity;true;true;47;0.856844398;60942896;25
adult;distinct-5-diversity;false;true;48;0.634209679;94171320;23
adult;distinct-5-diversity;true;true;48;0.857818673;61396376;23
adult;distinct-5-diversity;false;true;49;0.634230894;92251400;26
adult;distinct-5-diversity;true;true;49;0.857533032;61767768;24
adult;distinct-5-diversity;false;true;50;0.634259152;94235768;21
adult;distinct-5-diversity;true;true;50;0.854662308;61491952;20
adult;distinct-5-diversity;false;true;51;0.631902015;95958656;26
adult;distinct-5-diversity;true;true;51;0.851845566;62049984;26
adult;distinct-5-diversity;false;true;52;0.632448217;98288600;27
adult;distinct-5-diversity;true;true;52;0.853320859;62610312;22
adult;distinct-5-diversity;false;true;53;0.6212145;102461976;25
adult;distinct-5-diversity;true;true;53;0.852669667;63143248;23
adult;distinct-5-diversity;false;true;54;0.633492;100388048;23
adult;distinct-5-diversity;true;true;54;0.851061875;62972712;21
adult;distinct-5-diversity;false;true;55;0.632369979;101026328;19
adult;distinct-5-diversity;true;true;55;0.851738422;63424520;21
adult;distinct-5-diversity;false;true;56;0.623257435;103402312;23
adult;distinct-5-diversity;true;true;56;0.848658232;63340368;24
adult;distinct-5-diversity;false;true;57;0.626977447;99786072;23
adult;distinct-5-diversity;true;true;57;0.847783529;63505656;23
adult;distinct-5-diversity;false;true;58;0.623160337;102934592;25
adult;distinct-5-diversity;true;true;58;0.84881777;63508048;24
adult;distinct-5-diversity;false;true;59;0.628945969;106476632;18
adult;distinct-5-diversity;true;true;59;0.847848218;79008144;22
adult;distinct-5-diversity;false;true;60;0.62550655;107173672;22
adult;distinct-5-diversity;true;true;60;0.846453111;64109112;24
adult;distinct-5-diversity;false;true;61;0.624339593;108867456;20
adult;distinct-5-diversity;true;true;61;0.846097479;81435608;21
adult;distinct-5-diversity;false;true;62;0.628343508;111677392;25
adult;distinct-5-diversity;true;true;62;0.846722791;128706800;24
adult;distinct-5-diversity;false;true;63;0.622885076;105130768;20
adult;distinct-5-diversity;true;true;63;0.84514069;79184744;19
adult;distinct-5-diversity;false;true;64;0.626320548;122063736;20
adult;distinct-5-diversity;true;true;64;0.844808798;80470688;22
adult;entropy-3-diversity;false;true;1;0.789613181;57603360;26
adult;entropy-3-diversity;true;true;1;0.924024464;57718176;23
adult;entropy-3-diversity;false;true;2;0.782659112;57829992;31
adult;entropy-3-diversity;true;true;2;0.923698539;57934144;25
adult;entropy-3-diversity;false;true;3;0.789592988;58035584;35
adult;entropy-3-diversity;true;true;3;0.918212222;58188416;27
adult;entropy-3-diversity;false;true;4;0.772858843;58210192;30
adult;entropy-3-diversity;true;true;4;0.916679784;55636816;25
adult;entropy-3-diversity;false;true;5;0.772336142;56634224;32
adult;entropy-3-diversity;true;true;5;0.915714676;55002536;27
adult;entropy-3-diversity;false;true;6;0.768539179;57461800;31
adult;entropy-3-diversity;true;true;6;0.913309821;55038752;28
adult;entropy-3-diversity;false;true;7;0.759657058;57610392;28
adult;entropy-3-diversity;true;true;7;0.910586865;55300440;25
adult;entropy-3-diversity;false;true;8;0.757173082;59328232;32
adult;entropy-3-diversity;true;true;8;0.911318784;55669360;24
adult;entropy-3-diversity;false;true;9;0.744040196;59147728;30
adult;entropy-3-diversity;true;true;9;0.90481367;55580296;25
adult;entropy-3-diversity;false;true;10;0.750614082;60593584;29
adult;entropy-3-diversity;true;true;10;0.908489013;55831232;26
adult;entropy-3-diversity;false;true;11;0.724704773;61177712;27
adult;entropy-3-diversity;true;true;11;0.905687536;56418096;26
adult;entropy-3-diversity;false;true;12;0.736913113;62291256;28
adult;entropy-3-diversity;true;true;12;0.898022817;57132704;27
adult;entropy-3-diversity;false;true;13;0.720400763;63243344;26
adult;entropy-3-diversity;true;true;13;0.904969119;56912512;26
adult;entropy-3-diversity;false;true;14;0.730851211;62521240;33
adult;entropy-3-diversity;true;true;14;0.903473873;58247672;29
adult;entropy-3-diversity;false;true;15;0.721694716;65172240;32
adult;entropy-3-diversity;true;true;15;0.900390822;57545192;31
adult;entropy-3-diversity;false;true;16;0.725697757;63308496;33
adult;entropy-3-diversity;true;true;16;0.89889008;58040464;25
adult;entropy-3-diversity;false;true;17;0.715056384;64751128;25
adult;entropy-3-diversity;true;true;17;0.896905188;58229064;30
adult;entropy-3-diversity;false;true;18;0.716788975;66037416;26
adult;entropy-3-diversity;true;true;18;0.892271602;58858872;30
adult;entropy-3-diversity;false;true;19;0.71248905;67750216;27
adult;entropy-3-diversity;true;true;19;0.893383209;59196152;30
adult;entropy-3-diversity;false;true;20;0.719030591;66582184;27
adult;entropy-3-diversity;true;true;20;0.890694964;60619600;24
adult;entropy-3-diversity;false;true;21;0.70816275;68601136;35
adult;entropy-3-diversity;true;true;21;0.888121283;61387992;27
adult;entropy-3-diversity;false;true;22;0.709725804;69387216;32
adult;entropy-3-diversity;true;true;22;0.890545792;61185656;31
adult;entropy-3-diversity;false;true;23;0.708657636;70616464;34
adult;entropy-3-diversity;true;true;23;0.888241594;61568744;28
adult;entropy-3-diversity;false;true;24;0.706228139;71559448;33
adult;entropy-3-diversity;true;true;24;0.889029812;61236640;25
adult;entropy-3-diversity;false;true;25;0.707885197;71803160;29
adult;entropy-3-diversity;true;true;25;0.886867169;61718104;29
adult;entropy-3-diversity;false;true;26;0.703795508;74139824;34
adult;entropy-3-diversity;true;true;26;0.888520584;61200464;34
adult;entropy-3-diversity;false;true;27;0.68960581;73139160;31
adult;entropy-3-diversity;true;true;27;0.885832641;62035696;33
adult;entropy-3-diversity;false;true;28;0.703828816;73659112;31
adult;entropy-3-diversity;true;true;28;0.884543779;61441112;26
adult;entropy-3-diversity;false;true;29;0.699124186;74031976;32
adult;entropy-3-diversity;true;true;29;0.885250948;62043888;25
adult;entropy-3-diversity;false;true;30;0.701514108;76263712;32
adult;entropy-3-diversity;true;true;30;0.8838466;243427232;29
adult;entropy-3-diversity;false;true;31;0.702399959;77866080;31
adult;entropy-3-diversity;true;true;31;0.884830046;61602168;31
adult;entropy-3-diversity;false;true;32;0.698776589;78453368;30
adult;entropy-3-diversity;true;true;32;0.880742937;63656896;34
adult;entropy-3-diversity;false;true;33;0.6973866;81485968;33
adult;entropy-3-diversity;true;true;33;0.880739106;64274208;29
adult;entropy-3-diversity;false;true;34;0.686582585;79147192;34
adult;entropy-3-diversity;true;true;34;0.878265907;157266728;35
adult;entropy-3-diversity;false;true;35;0.660318507;82208696;33
adult;entropy-3-diversity;true;true;35;0.877013739;63170712;27
adult;entropy-3-diversity;false;true;36;0.687461966;80655448;31
adult;entropy-3-diversity;true;true;36;0.873512238;66217496;27
adult;entropy-3-diversity;false;true;37;0.661351215;80403880;34
adult;entropy-3-diversity;true;true;37;0.874789946;64515296;34
adult;entropy-3-diversity;false;true;38;0.686768756;84203368;31
adult;entropy-3-diversity;true;true;38;0.873160338;65889856;32
adult;entropy-3-diversity;false;true;39;0.656679261;84532128;32
adult;entropy-3-diversity;true;true;39;0.874236651;67081376;34
adult;entropy-3-diversity;false;true;40;0.657048904;83059024;32
adult;entropy-3-diversity;true;true;40;0.870590983;65864600;39
adult;entropy-3-diversity;false;true;41;0.655171742;84058256;33
adult;entropy-3-diversity;true;true;41;0.868491503;76646984;28
adult;entropy-3-diversity;false;true;42;0.678467915;87730648;33
adult;entropy-3-diversity;true;true;42;0.866412159;67638736;31
adult;entropy-3-diversity;false;true;43;0.679985163;87108512;33
adult;entropy-3-diversity;true;true;43;0.868580288;66284352;35
adult;entropy-3-diversity;false;true;44;0.655090098;86822552;33
adult;entropy-3-diversity;true;true;44;0.867034116;68407984;33
adult;entropy-3-diversity;false;true;45;0.650263793;102240472;26
adult;entropy-3-diversity;true;true;45;0.865957561;68185936;28
adult;entropy-3-diversity;false;true;46;0.676495466;91692528;35
adult;entropy-3-diversity;true;true;46;0.863625106;69199064;30
adult;entropy-3-diversity;false;true;47;0.650846385;90650736;30
adult;entropy-3-diversity;true;true;47;0.863039746;70307896;31
adult;entropy-3-diversity;false;true;48;0.651739325;94337232;34
adult;entropy-3-diversity;true;true;48;0.863547787;75717784;29
adult;entropy-3-diversity;false;true;49;0.651324414;91614936;30
adult;entropy-3-diversity;true;true;49;0.860521366;69670248;33
adult;entropy-3-diversity;false;true;50;0.649966279;95169088;32
adult;entropy-3-diversity;true;true;50;0.861106328;91880392;30
adult;entropy-3-diversity;false;true;51;0.647111718;94225792;27
adult;entropy-3-diversity;true;true;51;0.856408481;83295232;32
adult;entropy-3-diversity;false;true;52;0.646867345;93069744;32
adult;entropy-3-diversity;true;true;52;0.862011683;86606512;31
adult;entropy-3-diversity;false;true;53;0.650838011;100343792;32
adult;entropy-3-diversity;true;true;53;0.854605567;71167544;31
adult;entropy-3-diversity;false;true;54;0.644873595;96645144;27
adult;entropy-3-diversity;true;true;54;0.857105081;72939344;33
adult;entropy-3-diversity;false;true;55;0.666049074;98198360;32
adult;entropy-3-diversity;true;true;55;0.853322755;74964960;27
adult;entropy-3-diversity;false;true;56;0.665447422;99312624;27
adult;entropy-3-diversity;true;true;56;0.852549556;73201336;33
adult;entropy-3-diversity;false;true;57;0.642979453;104630888;28
adult;entropy-3-diversity;true;true;57;0.851338132;72325200;29
adult;entropy-3-diversity;false;true;58;0.651343276;102714472;36
adult;entropy-3-diversity;true;true;58;0.85510198;79873184;30
adult;entropy-3-diversity;false;true;59;0.664690567;110357632;33
adult;entropy-3-diversity;true;true;59;0.855480569;72216120;29
adult;entropy-3-diversity;false;true;60;0.663206732;109871800;30
adult;entropy-3-diversity;true;true;60;0.849677162;75419128;24
adult;entropy-3-diversity;false;true;61;0.662240985;108676200;28
adult;entropy-3-diversity;true;true;61;0.850122853;72754976;36
adult;entropy-3-diversity;false;true;62;0.649573321;222966144;32
adult;entropy-3-diversity;true;true;62;0.852051507;80864896;26
adult;entropy-3-diversity;false;true;63;0.6498198;218079664;24
adult;entropy-3-diversity;true;true;63;0.850036543;77625040;27
adult;entropy-3-diversity;false;true;64;0.649698519;112124552;32
adult;entropy-3-diversity;true;true;64;0.848997097;92574016;28
adult;0.2-equal-closeness (global distribution);false;true;1;0.476580732;58720104;26
adult;0.2-equal-closeness (global distribution);true;true;1;0.686406471;57317504;22
adult;0.2-equal-closeness (global distribution);false;true;2;0.429628681;61543504;27
adult;0.2-equal-closeness (global distribution);true;true;2;0.674836775;58226792;23
adult;0.2-equal-closeness (global distribution);false;true;3;0.442982117;60881024;30
adult;0.2-equal-closeness (global distribution);true;true;3;0.657588214;58258472;23
adult;0.2-equal-closeness (global distribution);false;true;4;0.451084146;62478888;29
adult;0.2-equal-closeness (global distribution);true;true;4;0.635059891;58947920;24
adult;0.2-equal-closeness (global distribution);false;true;5;0.456400023;64650344;33
adult;0.2-equal-closeness (global distribution);true;true;5;0.630363698;59318872;23
adult;0.2-equal-closeness (global distribution);false;true;6;0.439146181;65447424;31
adult;0.2-equal-closeness (global distribution);true;true;6;0.631551002;60595872;19
adult;0.2-equal-closeness (global distribution);false;true;7;0.388525876;67104800;29
adult;0.2-equal-closeness (global distribution);true;true;7;0.612908375;60644968;26
adult;0.2-equal-closeness (global distribution);false;true;8;0.43291926;67828976;26
adult;0.2-equal-closeness (global distribution);true;true;8;0.619040655;60937504;26
adult;0.2-equal-closeness (global distribution);false;true;9;0.422816257;68175072;30
adult;0.2-equal-closeness (global distribution);true;true;9;0.60463299;62925248;26
adult;0.2-equal-closeness (global distribution);false;true;10;0.388037455;69822504;28
adult;0.2-equal-closeness (global distribution);true;true;10;0.609713234;62417528;25
adult;0.2-equal-closeness (global distribution);false;true;11;0.418207357;70832128;28
adult;0.2-equal-closeness (global distribution);true;true;11;0.610892811;64110816;29
adult;0.2-equal-closeness (global distribution);false;true;12;0.410866855;73650632;28
adult;0.2-equal-closeness (global distribution);true;true;12;0.587577397;63122464;26
adult;0.2-equal-closeness (global distribution);false;true;13;0.418119432;73078184;31
adult;0.2-equal-closeness (global distribution);true;true;13;0.595832914;64938480;27
adult;0.2-equal-closeness (global distribution);false;true;14;0.425523779;74028816;25
adult;0.2-equal-closeness (global distribution);true;true;14;0.589934414;65874800;26
adult;0.2-equal-closeness (global distribution);false;true;15;0.420643703;76483440;29
adult;0.2-equal-closeness (global distribution);true;true;15;0.581281944;66419008;24
adult;0.2-equal-closeness (global distribution);false;true;16;0.427363014;76794176;25
adult;0.2-equal-closeness (global distribution);true;true;16;0.593521906;65418464;26
adult;0.2-equal-closeness (global distribution);false;true;17;0.348627042;77238272;29
adult;0.2-equal-closeness (global distribution);true;true;17;0.57733274;68349640;27
adult;0.2-equal-closeness (global distribution);false;true;18;0.403220467;78626128;29
adult;0.2-equal-closeness (global distribution);true;true;18;0.571489961;68696736;25
adult;0.2-equal-closeness (global distribution);false;true;19;0.408454569;80401376;25
adult;0.2-equal-closeness (global distribution);true;true;19;0.574685655;69665816;29
adult;0.2-equal-closeness (global distribution);false;true;20;0.406531294;81419384;28
adult;0.2-equal-closeness (global distribution);true;true;20;0.566196393;70131624;28
adult;0.2-equal-closeness (global distribution);false;true;21;0.396766168;82998824;28
adult;0.2-equal-closeness (global distribution);true;true;21;0.5640344;70432288;27
adult;0.2-equal-closeness (global distribution);false;true;22;0.406356988;85979024;26
adult;0.2-equal-closeness (global distribution);true;true;22;0.587854624;72214216;27
adult;0.2-equal-closeness (global distribution);false;true;23;0.394610295;86475568;27
adult;0.2-equal-closeness (global distribution);true;true;23;0.572448695;71707504;30
adult;0.2-equal-closeness (global distribution);false;true;24;0.415311603;86712304;30
adult;0.2-equal-closeness (global distribution);true;true;24;0.564705689;70137208;30
adult;0.2-equal-closeness (global distribution);false;true;25;0.407023886;91052432;27
adult;0.2-equal-closeness (global distribution);true;true;25;0.558043248;72939008;24
adult;0.2-equal-closeness (global distribution);false;true;26;0.380050332;89743504;27
adult;0.2-equal-closeness (global distribution);true;true;26;0.558708438;75106776;30
adult;0.2-equal-closeness (global distribution);false;true;27;0.382822802;89351496;30
adult;0.2-equal-closeness (global distribution);true;true;27;0.578604683;73626440;34
adult;0.2-equal-closeness (global distribution);false;true;28;0.376730832;92161144;34
adult;0.2-equal-closeness (global distribution);true;true;28;0.561603651;75228632;29
adult;0.2-equal-closeness (global distribution);false;true;29;0.396692992;92541920;35
adult;0.2-equal-closeness (global distribution);true;true;29;0.555027216;77646616;31
adult;0.2-equal-closeness (global distribution);false;true;30;0.390298327;97264568;38
adult;0.2-equal-closeness (global distribution);true;true;30;0.563595898;90850760;29
adult;0.2-equal-closeness (global distribution);false;true;31;0.392120525;93955112;27
adult;0.2-equal-closeness (global distribution);true;true;31;0.56323214;76497432;34
adult;0.2-equal-closeness (global distribution);false;true;32;0.378867849;97137344;28
adult;0.2-equal-closeness (global distribution);true;true;32;0.560378145;77064336;33
adult;0.2-equal-closeness (global distribution);false;true;33;0.367692585;98059200;27
adult;0.2-equal-closeness (global distribution);true;true;33;0.5565291;78114288;33
adult;0.2-equal-closeness (global distribution);false;true;34;0.364362428;102156048;27
adult;0.2-equal-closeness (global distribution);true;true;34;0.555770552;94189344;29
adult;0.2-equal-closeness (global distribution);false;true;35;0.376721389;98760048;28
adult;0.2-equal-closeness (global distribution);true;true;35;0.546170649;79007984;33
adult;0.2-equal-closeness (global distribution);false;true;36;0.36702904;97598344;27
adult;0.2-equal-closeness (global distribution);true;true;36;0.542340851;97803336;31
adult;0.2-equal-closeness (global distribution);false;true;37;0.374918935;98417760;30
adult;0.2-equal-closeness (global distribution);true;true;37;0.557250225;99664280;33
adult;0.2-equal-closeness (global distribution);false;true;38;0.377118797;101930736;28
adult;0.2-equal-closeness (global distribution);true;true;38;0.548783164;83973992;36
adult;0.2-equal-closeness (global distribution);false;true;39;0.293973925;102562792;28
adult;0.2-equal-closeness (global distribution);true;true;39;0.555141211;82672648;33
adult;0.2-equal-closeness (global distribution);false;true;40;0.36618325;104237352;38
adult;0.2-equal-closeness (global distribution);true;true;40;0.54965749;96719872;27
adult;0.2-equal-closeness (global distribution);false;true;41;0.289373692;110095216;28
adult;0.2-equal-closeness (global distribution);true;true;41;0.548402897;85007552;34
adult;0.2-equal-closeness (global distribution);false;true;42;0.375608085;103980200;28
adult;0.2-equal-closeness (global distribution);true;true;42;0.543915647;85243824;33
adult;0.2-equal-closeness (global distribution);false;true;43;0.386593911;110259936;28
adult;0.2-equal-closeness (global distribution);true;true;43;0.545253377;88445736;34
adult;0.2-equal-closeness (global distribution);false;true;44;0.381916609;109088640;29
adult;0.2-equal-closeness (global distribution);true;true;44;0.540577321;90491344;31
adult;0.2-equal-closeness (global distribution);false;true;45;0.377667086;105220120;28
adult;0.2-equal-closeness (global distribution);true;true;45;0.524442354;107288056;31
adult;0.2-equal-closeness (global distribution);false;true;46;0.37459685;109567320;25
adult;0.2-equal-closeness (global distribution);true;true;46;0.535435048;96460744;32
adult;0.2-equal-closeness (global distribution);false;true;47;0.371219078;129955752;28
adult;0.2-equal-closeness (global distribution);true;true;47;0.53510187;104416560;34
adult;0.2-equal-closeness (global distribution);false;true;48;0.379219743;296343560;28
adult;0.2-equal-closeness (global distribution);true;true;48;0.537077606;88704344;31
adult;0.2-equal-closeness (global distribution);false;true;49;0.281615349;111128336;28
adult;0.2-equal-closeness (global distribution);true;true;49;0.538171351;102018336;34
adult;0.2-equal-closeness (global distribution);false;true;50;0.374173037;133755880;26
adult;0.2-equal-closeness (global distribution);true;true;50;0.529197679;106726664;29
adult;0.2-equal-closeness (global distribution);false;true;51;0.358824476;116059624;34
adult;0.2-equal-closeness (global distribution);true;true;51;0.532697664;107603120;34
adult;0.2-equal-closeness (global distribution);false;true;52;0.36769892;117402280;31
adult;0.2-equal-closeness (global distribution);true;true;52;0.528435176;90774416;34
adult;0.2-equal-closeness (global distribution);false;true;53;0.272412632;120411864;31
adult;0.2-equal-closeness (global distribution);true;true;53;0.514871492;91084160;30
adult;0.2-equal-closeness (global distribution);false;true;54;0.367881713;186576920;27
adult;0.2-equal-closeness (global distribution);true;true;54;0.535368437;100235832;28
adult;0.2-equal-closeness (global distribution);false;true;55;0.26405695;119576552;30
adult;0.2-equal-closeness (global distribution);true;true;55;0.522566836;109669296;31
adult;0.2-equal-closeness (global distribution);false;true;56;0.361345357;123252072;28
adult;0.2-equal-closeness (global distribution);true;true;56;0.52962233;111522128;29
adult;0.2-equal-closeness (global distribution);false;true;57;0.355745315;121607656;25
adult;0.2-equal-closeness (global distribution);true;true;57;0.52847022;110204280;31
adult;0.2-equal-closeness (global distribution);false;true;58;0.360892372;127774496;26
adult;0.2-equal-closeness (global distribution);true;true;58;0.524084686;114924864;30
adult;0.2-equal-closeness (global distribution);false;true;59;0.3739742;171985256;25
adult;0.2-equal-closeness (global distribution);true;true;59;0.524123103;113372656;33
adult;0.2-equal-closeness (global distribution);false;true;60;0.358285866;132736080;28
adult;0.2-equal-closeness (global distribution);true;true;60;0.517774272;111614000;34
adult;0.2-equal-closeness (global distribution);false;true;61;0.34931304;154338088;32
adult;0.2-equal-closeness (global distribution);true;true;61;0.515302714;107057016;28
adult;0.2-equal-closeness (global distribution);false;true;62;0.357581678;140190968;27
adult;0.2-equal-closeness (global distribution);true;true;62;0.520000045;113482472;33
adult;0.2-equal-closeness (global distribution);false;true;63;0.360965385;190582264;32
adult;0.2-equal-closeness (global distribution);true;true;63;0.519600672;103351472;30
adult;0.2-equal-closeness (global distribution);false;true;64;0.350280124;132486704;32
adult;0.2-equal-closeness (global distribution);true;true;64;0.521377477;112768968;30
adult;0.5-equal-closeness (global distribution);false;true;1;0.774509118;53567928;20
adult;0.5-equal-closeness (global distribution);true;true;1;0.889231412;51657616;20
adult;0.5-equal-closeness (global distribution);false;true;2;0.73126568;52762624;32
adult;0.5-equal-closeness (global distribution);true;true;2;0.887280486;52686568;25
adult;0.5-equal-closeness (global distribution);false;true;3;0.759582059;52900224;32
adult;0.5-equal-closeness (global distribution);true;true;3;0.886433836;53704512;28
adult;0.5-equal-closeness (global distribution);false;true;4;0.728185016;56082880;34
adult;0.5-equal-closeness (global distribution);true;true;4;0.877168977;53603144;36
adult;0.5-equal-closeness (global distribution);false;true;5;0.752968751;54030376;32
adult;0.5-equal-closeness (global distribution);true;true;5;0.87836508;54417104;26
adult;0.5-equal-closeness (global distribution);false;true;6;0.745714017;54552936;29
adult;0.5-equal-closeness (global distribution);true;true;6;0.874913153;55353504;26
adult;0.5-equal-closeness (global distribution);false;true;7;0.749062558;55655552;29
adult;0.5-equal-closeness (global distribution);true;true;7;0.878070553;55344344;28
adult;0.5-equal-closeness (global distribution);false;true;8;0.741687164;55794216;31
adult;0.5-equal-closeness (global distribution);true;true;8;0.874061325;55705504;27
adult;0.5-equal-closeness (global distribution);false;true;9;0.729382682;55734664;28
adult;0.5-equal-closeness (global distribution);true;true;9;0.8675175;56209112;26
adult;0.5-equal-closeness (global distribution);false;true;10;0.736575392;56885680;28
adult;0.5-equal-closeness (global distribution);true;true;10;0.875600474;56160168;27
adult;0.5-equal-closeness (global distribution);false;true;11;0.73094192;57462608;28
adult;0.5-equal-closeness (global distribution);true;true;11;0.872110163;56299712;25
adult;0.5-equal-closeness (global distribution);false;true;12;0.717180502;57765264;30
adult;0.5-equal-closeness (global distribution);true;true;12;0.863657338;56507208;27
adult;0.5-equal-closeness (global distribution);false;true;13;0.722959663;60442656;35
adult;0.5-equal-closeness (global distribution);true;true;13;0.859227766;57989456;28
adult;0.5-equal-closeness (global distribution);false;true;14;0.714570041;61189312;34
adult;0.5-equal-closeness (global distribution);true;true;14;0.860723075;59190768;28
adult;0.5-equal-closeness (global distribution);false;true;15;0.716597614;60988624;30
adult;0.5-equal-closeness (global distribution);true;true;15;0.865163674;58698328;26
adult;0.5-equal-closeness (global distribution);false;true;16;0.721532826;62737616;34
adult;0.5-equal-closeness (global distribution);true;true;16;0.859048455;59349352;26
adult;0.5-equal-closeness (global distribution);false;true;17;0.707538317;62368440;31
adult;0.5-equal-closeness (global distribution);true;true;17;0.858765419;60794920;27
adult;0.5-equal-closeness (global distribution);false;true;18;0.701135575;66283808;28
adult;0.5-equal-closeness (global distribution);true;true;18;0.859318092;59720360;27
adult;0.5-equal-closeness (global distribution);false;true;19;0.705545782;64236368;36
adult;0.5-equal-closeness (global distribution);true;true;19;0.861290898;60594416;29
adult;0.5-equal-closeness (global distribution);false;true;20;0.708239494;66708528;29
adult;0.5-equal-closeness (global distribution);true;true;20;0.857479171;61219864;31
adult;0.5-equal-closeness (global distribution);false;true;21;0.702573469;66542032;27
adult;0.5-equal-closeness (global distribution);true;true;21;0.862415258;62216200;28
adult;0.5-equal-closeness (global distribution);false;true;22;0.702209052;68242104;32
adult;0.5-equal-closeness (global distribution);true;true;22;0.857535336;62987048;25
adult;0.5-equal-closeness (global distribution);false;true;23;0.70097363;68696968;29
adult;0.5-equal-closeness (global distribution);true;true;23;0.854244699;64244112;28
adult;0.5-equal-closeness (global distribution);false;true;24;0.694025254;69247944;34
adult;0.5-equal-closeness (global distribution);true;true;24;0.854059817;63451920;31
adult;0.5-equal-closeness (global distribution);false;true;25;0.700277574;69366128;30
adult;0.5-equal-closeness (global distribution);true;true;25;0.85654257;64559848;27
adult;0.5-equal-closeness (global distribution);false;true;26;0.696495391;70835792;26
adult;0.5-equal-closeness (global distribution);true;true;26;0.855093919;64863216;28
adult;0.5-equal-closeness (global distribution);false;true;27;0.687720873;71080096;32
adult;0.5-equal-closeness (global distribution);true;true;27;0.856418442;65697648;31
adult;0.5-equal-closeness (global distribution);false;true;28;0.695151499;72578576;26
adult;0.5-equal-closeness (global distribution);true;true;28;0.848881845;67895336;35
adult;0.5-equal-closeness (global distribution);false;true;29;0.692033729;76558312;29
adult;0.5-equal-closeness (global distribution);true;true;29;0.847737493;68842792;27
adult;0.5-equal-closeness (global distribution);false;true;30;0.68789581;74470856;32
adult;0.5-equal-closeness (global distribution);true;true;30;0.856605831;65234504;30
adult;0.5-equal-closeness (global distribution);false;true;31;0.691513116;72613400;33
adult;0.5-equal-closeness (global distribution);true;true;31;0.848882362;67452376;31
adult;0.5-equal-closeness (global distribution);false;true;32;0.687397158;77945600;29
adult;0.5-equal-closeness (global distribution);true;true;32;0.848316051;68476120;28
adult;0.5-equal-closeness (global distribution);false;true;33;0.686038886;78988472;27
adult;0.5-equal-closeness (global distribution);true;true;33;0.847115364;67700736;31
adult;0.5-equal-closeness (global distribution);false;true;34;0.687733702;76904240;31
adult;0.5-equal-closeness (global distribution);true;true;34;0.846091713;69045216;28
adult;0.5-equal-closeness (global distribution);false;true;35;0.674871042;78765800;32
adult;0.5-equal-closeness (global distribution);true;true;35;0.847438773;69065792;32
adult;0.5-equal-closeness (global distribution);false;true;36;0.680031777;77341240;25
adult;0.5-equal-closeness (global distribution);true;true;36;0.850635191;84003776;32
adult;0.5-equal-closeness (global distribution);false;true;37;0.688407498;95405304;31
adult;0.5-equal-closeness (global distribution);true;true;37;0.843971793;71606976;29
adult;0.5-equal-closeness (global distribution);false;true;38;0.672529949;80101488;33
adult;0.5-equal-closeness (global distribution);true;true;38;0.84097227;69868184;32
adult;0.5-equal-closeness (global distribution);false;true;39;0.677812877;82435080;27
adult;0.5-equal-closeness (global distribution);true;true;39;0.8472626;72296560;29
adult;0.5-equal-closeness (global distribution);false;true;40;0.681275932;78347128;28
adult;0.5-equal-closeness (global distribution);true;true;40;0.844548566;73834608;35
adult;0.5-equal-closeness (global distribution);false;true;41;0.673234329;84321288;31
adult;0.5-equal-closeness (global distribution);true;true;41;0.843092408;86102368;39
adult;0.5-equal-closeness (global distribution);false;true;42;0.676171514;84660240;33
adult;0.5-equal-closeness (global distribution);true;true;42;0.843456109;76879400;31
adult;0.5-equal-closeness (global distribution);false;true;43;0.678409879;84558432;33
adult;0.5-equal-closeness (global distribution);true;true;43;0.840838726;72802888;36
adult;0.5-equal-closeness (global distribution);false;true;44;0.668774638;85993888;32
adult;0.5-equal-closeness (global distribution);true;true;44;0.836946764;78042448;32
adult;0.5-equal-closeness (global distribution);false;true;45;0.671275382;88000288;31
adult;0.5-equal-closeness (global distribution);true;true;45;0.843799192;72875176;31
adult;0.5-equal-closeness (global distribution);false;true;46;0.677837093;86982152;34
adult;0.5-equal-closeness (global distribution);true;true;46;0.84340227;74130104;37
adult;0.5-equal-closeness (global distribution);false;true;47;0.668566757;88460360;32
adult;0.5-equal-closeness (global distribution);true;true;47;0.838812402;89238736;35
adult;0.5-equal-closeness (global distribution);false;true;48;0.67270573;88328152;30
adult;0.5-equal-closeness (global distribution);true;true;48;0.844112328;78992328;31
adult;0.5-equal-closeness (global distribution);false;true;49;0.677807722;88477992;34
adult;0.5-equal-closeness (global distribution);true;true;49;0.840434857;76569728;34
adult;0.5-equal-closeness (global distribution);false;true;50;0.666897842;89807520;33
adult;0.5-equal-closeness (global distribution);true;true;50;0.842041647;93040976;27
adult;0.5-equal-closeness (global distribution);false;true;51;0.668772212;90461760;33
adult;0.5-equal-closeness (global distribution);true;true;51;0.840329879;76904880;28
adult;0.5-equal-closeness (global distribution);false;true;52;0.672810176;92817104;32
adult;0.5-equal-closeness (global distribution);true;true;52;0.836005199;80462048;29
adult;0.5-equal-closeness (global distribution);false;true;53;0.664817612;94311584;33
adult;0.5-equal-closeness (global distribution);true;true;53;0.835939986;78574160;34
adult;0.5-equal-closeness (global distribution);false;true;54;0.666795721;96899888;34
adult;0.5-equal-closeness (global distribution);true;true;54;0.837773948;82290880;31
adult;0.5-equal-closeness (global distribution);false;true;55;0.671503336;94343136;36
